ExpirationDate: 01/14/2021
Ticker: AAPL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
175,21.35,20.85,22.35,0.65,3.14009,64,2901,0.363898
180,19,18.2,19.7,0.799999,4.3956,1414,7969,0.354987
185,16.45,15.6,17.45,0.650001,4.11393,31,2454,0.34986
190,14,13.95,14.7,0,0,49,6708,0.333808
195,11.6,10.85,13.6,0,0,79,2613,0.342139
200,10.5,10.05,10.95,0.1,0.961542,295,12488,0.321784
210,7.39,7.3,7.7,0.02,0.27137,56,5192,0.306587
215,5.98,5.35,6.8,0.58,10.7407,24,1867,0.308326
220,5.15,5,5.5,0.0500002,0.980396,55,6345,0.299415
225,4.05,4.15,4.75,-0.2,-4.70588,20,3084,0.299323
230,3.6,3.15,3.85,0,0,55,6288,0.29322
235,2.7,2.83,3.3,0.45,20,16,850,0.29322
250,1.62,1.55,1.76,-0.03,-1.81818,241,6954,0.282234
255,1.3,1.32,1.55,0,0,135,3379,0.285041
260,1.13,1.1,1.29,-0.04,-3.4188,9,4100,0.284187
280,0.55,0.55,0.67,-0.05,-8.33333,4,2713,0.286018
300,0.38,0.3,0.4,0.06,18.75,40,3365,0.293952
305,0.18,0.28,0.49,0,0,1,261,0.310554
310,0.27,0.3,0.45,0.09,50,6,311,0.31385
335,0.16,0.1,0.3,0,0,1,349,0.328864
340,0.32,0.07,0.22,0.21,190.909,3,368,0.321784
345,0.15,0.15,0.2,0,0,100,536,0.323737
355,0.12,0.12,0.16,-0.01,-7.69231,80,2188,0.326179
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: IBM
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
70,39.3,50.4,53.65,0,0,1,9,0.510137
50,55,70.45,73.1,0,0,9,39,0.500493
90,33,31.6,36.15,11.42,52.9194,2,53,0.425909
60,35.16,48.15,51.65,0,0,10,16,1e-05
65,91.9,59.2,62.8,0,0,730,0,0.712039
75,36.5,45.45,48.95,0,0,4,31,0.476934
80,38.94,40.65,44.45,0,0,5,114,0.453497
85,38.4,37.7,40.15,12.8,50,2,35,0.436041
95,28,27.8,31.9,0,0,1,194,0.401495
100,26,24.2,28.4,2.48,10.5442,2,463,0.397284
105,21.65,20.2,24.6,0,0,18,2021,0.377997
110,18.3,16.7,21.05,2.2,13.6646,27,832,0.360999
115,15.8,15.05,18.05,0.8,5.33333,5,387,0.352759
120,13.3,12.4,14.65,1.5,12.7119,16,1500,0.329017
125,10.19,8.9,12.95,0.839999,8.98395,27,1523,0.339789
130,8.6,7.05,10.5,1.85,27.4074,50,3300,0.326606
135,6.68,5.95,9.2,0.68,11.3333,15,3580,0.334815
140,5.15,3.55,5.7,0.75,17.0455,10,3485,0.282356
145,3.83,2.7,4.75,0.33,9.42857,29,2840,0.286811
150,2.7,2.35,3,0.35,14.8936,149,4695,0.261116
155,2.2,1.53,2.26,0.48,27.907,15,4445,0.258735
160,1.54,0.86,1.6,0.34,28.3333,212,4816,0.252815
165,1.05,0.53,1.1,0.15,16.6667,143,1977,0.246956
170,0.85,0.53,0.9,0.13,18.0556,56,1755,0.252327
175,0.53,0.45,0.78,-0.02,-3.63637,5,1473,0.260139
180,0.37,0.29,0.4,0.02,5.71429,5,3147,0.242439
185,0.15,0.19,0.42,0,0,1,459,0.25782
190,0.08,0.2,0.24,0,0,5,1588,0.247322
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,0.16,0.12,0.22,0,0,24,283,0.255867
200,0.13,0.11,0.18,-0.01,-7.14286,25,3641,0.259285
210,0.15,0.01,0.24,0.05,50,1,720,0.291755
220,0.06,0.02,0.11,-0.03,-33.3333,47,3442,0.281745

Ticker: FDX
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
90,32.8,35.4,39.4,0,0,1,36,0.520452
60,68.1,61.25,65.65,3.6,5.58139,1,2,0.538823
270,0.11,0,0.67,0,0,5,209,0.458257
65,51.5,56.65,61.05,0,0,0,1,0.52271
100,32,28.05,32.25,0,0,6,276,0.494634
70,54.4,52.05,56.35,0,0,2,4,0.627323
290,0.3,0.14,0.26,0,0,1,72,0.428228
75,56.5,47.75,51.8,5.74,11.3081,2,7,0.589604
330,0.15,0,0.19,0,0,1,36,0.461919
80,47,44.3,47.65,1,2.17391,5,51,0.569096
350,0.09,0,0.2,0,0,2,60,0.48731
85,35.13,39.1,43.4,0,0,13,8,0.541386
370,0.1,0,0.11,0,0,1,18,0.475591
95,36.85,31.7,35.6,0,0,2,18,0.502752
105,30.57,24.8,28.7,3.36,12.3484,1,64,0.476079
110,23.91,21.25,25.3,0,0,1,258,0.45783
115,23.25,18.55,22.6,0.25,1.08696,1,123,0.453192
120,17.37,15.85,19.5,-1.63,-8.57894,3,459,0.434088
125,14.46,14.6,16.3,-2.64,-15.4386,13,338,0.408545
130,13.96,10.9,14.7,-1.04,-6.93333,71,640,0.415991
135,10.1,8.3,11.7,-2.5,-19.8413,7,974,0.385992
140,11.45,7.35,10.75,0.889999,8.42802,7,466,0.399542
145,7.5,6.85,8.5,-1.4,-15.7303,20,391,0.377448
150,6.5,5.4,7.65,-0.82,-11.2022,322,860,0.385504
155,6.3,3.55,6.05,0.3,5,6,1230,0.370062
160,4.5,3.7,5.85,-0.51,-10.1796,14,1641,0.389166
165,2.92,0.54,4.9,-0.44,-13.0952,11,1909,0.384406
170,3.2,2.15,3.7,0.03,0.946371,2,1828,0.367255
175,1.9,1.75,3.15,-1.4,-42.4242,43,659,0.367255
180,2.31,1.27,2.87,0.31,15.5,11,2191,0.374762
185,1.5,1,2.5,-0.2,-11.7647,10,285,0.376837
190,0.8,1,3.55,0,0,5,321,0.434637
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,1.2,0.55,1.98,0,0,50,401,0.38465
200,0.94,0.48,1.74,-0.03,-3.09279,20,601,0.386847
210,0.6,0.11,1.41,0.06,11.1111,10,427,0.394781
220,0.4,0.17,1.06,0.03,8.10811,13,2702,0.395514
230,0.4,0.2,0.85,0.12,42.8571,8,553,0.400885
240,0.15,0.01,0.2,0,0,1,694,0.337409
250,0.15,0.06,0.47,-0.07,-31.8182,2,1211,0.399908
260,0.15,0,0.2,0,0,5,890,0.370123
280,0.04,0.01,0.09,-0.04,-50,1,271,0.364264
300,0.01,0,0.14,0,0,3,0,0.409674
310,0.11,0,0.08,0,0,10,41,0.397467
320,0.07,0,0.43,0,0,2,746,0.500005
340,0.05,0,0.19,0,0,50,53,0.47315
360,0.03,0.02,0.04,0,0,4,248,0.421881
380,0.09,0,0.36,0,0,1,177,0.512212

Ticker: F
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
1,4.5,4.25,4.55,0.5,12.5,33,1185,1.07813
12,0.05,0.04,0.05,0,0,685,44762,0.500005
4,2,1.98,2.1,0.18,9.89011,446,2088,0.772463
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
3,2.75,2.66,2.83,0.25,10,37,1062,0.867189
2,3.6,3.4,3.85,0.35,10.7692,8,138,1.13282
10,0.12,0.12,0.13,0.01,9.09091,2847,338373,0.513677
7,0.56,0.56,0.65,0.06,12,3746,120335,0.588871
5,1.43,1.39,1.5,0.19,15.3226,861,15860,0.699222
15,0.03,0.02,0.03,0.01,50,315,31970,0.54688
17,0.02,0.01,0.03,0,0,6,6400,0.578129
20,0.01,0.01,0.02,0,0,37,9472,0.625004

Ticker: MMM
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
105,36,44.8,48.85,0,0,1,6,0.478033
290,0.05,0.03,0.05,0,0,5,418,0.281257
75,60.65,71.3,75.65,0,0,0,1,0.620121
115,28,36.95,40.85,0,0,1,22,0.447973
80,70.1,56.6,59.4,0,0,8,4,1e-05
85,48.85,62.2,66.15,0,0,360,4,0.551274
90,51,57.55,61.95,0,0,1,2,0.542424
95,72.65,78,83,0,0,25,0,1.24634
100,49.23,48.95,52.75,0,0,5,22,0.484319
110,35.2,40.75,44.85,0,0,1,14,0.464422
120,35.62,33.35,37.25,9.09,34.2631,22,81,0.439154
125,30,29.85,33.8,0,0,2,25,0.430365
130,28.14,26.35,29.8,-0.390001,-1.36699,3,165,0.40589
135,24.6,23.1,27.35,1.32,5.6701,3,206,0.412329
140,21.67,19.8,23.65,0.17,0.790698,4,612,0.388617
145,18,16.55,21.25,-2,-10,5,333,0.388068
150,16.72,14.25,18.55,0.23,1.39478,4,989,0.377814
155,14.5,11.05,15,0.5,3.57143,1,1274,0.347663
160,12.05,10,13,-0.4,-3.21285,19,442,0.343696
165,9.95,8.1,10,0,0,2,703,0.315986
170,8.5,7.25,9.05,0.1,1.19048,18,1670,0.325019
175,6.26,6.1,8.15,0,0,38,419,0.33216
180,5.45,4.65,6.15,-0.45,-7.62712,3,628,0.311897
185,2.42,1.71,5.95,0,0,4,494,0.328925
190,3.49,2.63,4.3,-0.31,-8.15789,1,1011,0.307929
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,2.35,2.4,5.2,0,0,2,219,0.350104
200,2.1,1.75,2.25,0.18,9.375,13,1935,0.280952
210,1.25,0.41,1.3,-0.00999999,-0.79365,4,611,0.271248
220,0.75,0.5,1.62,0,0,6,540,0.312507
230,0.35,0.1,0.6,0,0,3,701,0.27613
240,0.15,0.18,0.35,0,0,16,403,0.271736
250,0.22,0.14,0.16,0.08,57.1429,33,1032,0.260017
260,0.02,0.03,0.2,-0.08,-80,11,283,0.284187
270,0.05,0,0.28,-0.13,-72.2222,11,229,0.313972
280,0.05,0.05,0.25,-0.13,-72.2222,1,108,0.324226
300,0.1,0,0.19,0.04,66.6667,13,513,0.340827
310,0.06,0.01,0.1,0,0,8,500,0.328132
320,0.03,0.01,0.08,-0.06,-66.6667,3,1146,0.332038

Ticker: GD
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
100,37.48,43.5,46.6,0,0,1,5,0.472845
70,67.7,69.1,74,0,0,0,3,0.65308
105,19.09,39.4,42.3,0,0,3,20,0.449774
290,0.15,0,0.35,0,0,5,111,0.377448
75,40.1,64.9,69.5,0,0,1,1,0.628178
115,30.53,31.6,35,0,0,4,29,0.433172
80,93.48,47.5,49.4,0,0,1,1,1e-05
85,84.5,52.5,55.8,0,0,0,0,1e-05
110,32,35.2,39.2,0,0,2,25,0.459356
120,20.9,27.7,31.7,0,0,1,11,0.427496
125,19.64,24.9,28.8,0,0,1,52,0.426825
130,14.9,21.4,26,0,0,10,23,0.423773
135,14.23,18.2,20.9,0,0,14,19,0.367987
140,15.61,16.3,18,0.509999,3.37748,2,119,0.35633
145,14.5,13.8,15.5,4.3,42.1569,5,148,0.348731
150,12.3,11.6,13.3,1.58,14.7388,2,228,0.342872
155,5.69,9.5,10.7,0,0,1,389,0.32447
160,7.21,7.6,9.3,0.0100002,0.138892,8,274,0.326392
165,4,6,9.8,0,0,336,350,0.365546
170,5.2,2.55,6.8,0.7,15.5556,6,332,0.325324
175,4,1.55,5,1.75,77.7778,1,103,0.305305
180,2,2.3,4,0,0,3,180,0.299873
185,2.25,1.05,4.5,0.35,18.4211,1,201,0.333442
190,1.5,1.3,3.6,0,0,6,116,0.32624
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,1.07,0.1,3.9,0,0,1,105,0.352851
200,0.9,0.4,1.5,-0.45,-33.3333,2,243,0.2826
205,0.5,0.2,1.3,0,0,21,329,0.286994
210,0.65,0.2,1,0.1,18.1818,2,357,0.28376
215,0.6,0.2,2.3,0,0,1,70,0.359259
220,1.05,0.05,1.4,0,0,3,87,0.331183
225,0.5,0.05,0.9,-0.3,-37.5,1,54,0.313483
230,0.3,0,0.8,0.12,66.6667,3,59,0.31739
235,0.74,0,1.35,0,0,5,59,0.363776
240,0.6,0.05,1.2,0,0,1,0,0.365973
245,0.25,0,0.85,0,0,2,23,0.352423
250,0.05,0.05,0.5,0,0,1,0,0.330817
260,0.3,0.15,0.45,0,0,2,0,0.343024
270,0.06,0.05,0,0.01,20,1,64,0.125009
280,0.3,0,0.4,0,0,6,44,0.369635
300,0.05,0,0.35,0,0,1,236,0.391852

Ticker: GILD
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
32.5,42.4,39.05,43.4,0,0,5,0,0.845216
50,25.2,22.55,26.2,0,0,3,1093,0.495488
35,40,36.35,41,0,0,2,17,0.79175
52.5,24.5,22.05,23.3,0,0,1,577,0.423956
37.5,37.62,33.85,38.5,0,0,12,100,0.731692
40,38.7,31.4,36,0,0,2,58,0.67554
42.5,31.35,29,33.6,0,0,1,9,0.631718
45,29.88,26.65,31.4,0,0,2,111,0.605473
47.5,30.82,24.5,28.6,0,0,4,30,0.533818
55,20.58,20.1,21.55,-1.02,-4.72222,3,2174,0.43067
57.5,22,16.65,19.65,0,0,1,357,0.422003
60,16.9,16.6,17.65,-0.6,-3.42857,19,9193,0.404425
62.5,15.38,14.1,15.9,-0.820001,-5.06173,5,5646,0.396307
65,13.95,13.55,14.45,-0.95,-6.37584,6,4203,0.397711
67.5,12.3,11.05,13.15,-1.32,-9.69163,20,3674,0.400763
70,11.55,10.95,11.95,-0.95,-7.6,37,12348,0.403387
72.5,10.38,9.9,10.85,-0.92,-8.14159,365,3392,0.405829
75,9.35,8.9,9.85,-0.849999,-8.33333,133,7414,0.408331
77.5,8.38,8,8.75,-0.67,-7.40332,54,2673,0.403448
80,7.4,7.1,8,-0.6,-7.5,153,10424,0.408819
82.5,6.4,6.15,8.35,-0.85,-11.7241,13,2247,0.454107
85,5.95,5.6,6.5,-0.55,-8.46154,12,4908,0.410528
87.5,5.45,5,6.95,-0.45,-7.62712,10,1310,0.45545
90,4.8,4.5,5.2,-0.2,-4,32,5034,0.409308
95,3.85,3.45,4.15,-0.42,-9.83607,10,2706,0.408575
100,3.01,3,3.25,-0.94,-23.7975,323,8190,0.405524
105,2.46,1.83,4.25,-0.44,-15.1724,112,612,0.489019
110,1.88,1.75,2.33,-0.45,-19.3133,15,3764,0.422369
115,1.63,1.5,1.72,-0.33,-16.8367,87,19116,0.412237
120,1.3,1.2,1.55,-0.31,-19.2547,72,1226,0.425787
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: GS
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
100,73,85.15,89.85,0,0,2,8,0.553593
70,90.25,113.2,117.25,0,0,1,11,0.62598
115,46.7,72.35,76.8,0,0,6,35,0.525945
330,0.29,0.05,0.52,0.13,81.25,1,324,0.323737
80,65.15,103.65,108.25,0,0,900,6,0.61414
350,0.17,0.01,0.3,-0.04,-19.0476,11,253,0.323737
85,136.95,143.5,148.5,0,0,16,0,2.27234
90,132.3,138.55,143.5,0,0,46,0,2.13416
95,54.95,89.6,94.3,0,0,900,5,0.562871
105,59.41,80.85,85.35,0,0,1,1,0.543584
110,49.9,76.7,81.2,0,0,4,25,0.54041
120,69.23,68.45,72.6,7.23,11.6613,4,43,0.520024
125,63.51,63.5,68.4,32.56,105.202,4,190,0.563389
265,2.5,1.73,3.95,1.51,152.525,2,270,0.350409
130,63.48,60.35,64.5,8.98,16.4771,6,257,0.500188
135,45.46,56.3,60.55,0,0,2,102,0.538457
140,49,52.2,56.8,0,0,3,372,0.527471
145,35.89,49.5,52.9,0,0,7,74,0.511724
150,45.23,45.95,49,2.23,5.18605,18,535,0.494695
155,42,42.5,45.65,7.9,23.1672,1,144,0.486852
160,39,39.1,42.2,5.2,15.3846,16,230,0.475255
165,36,35.9,38.9,4,12.5,40,463,0.464574
170,32.4,32.75,35.65,2.4,8,10,203,0.452978
175,29.05,29.85,32.55,2.88,11.005,135,751,0.442114
180,28.2,27.15,29.6,5.2,22.6087,157,1557,0.431799
185,25,23.35,26.95,5.9,30.89,15,456,0.424322
190,24.4,22.4,24.1,5.75,30.8311,6,595,0.411688
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,16.75,19.05,22.25,0,0,6,393,0.412604
200,18.2,17.15,18.9,3.2,21.3333,115,1010,0.388159
205,17.35,15.1,17.1,7.36,73.6737,2,1912,0.385626
210,14.12,13.15,15.8,2.12,17.6667,34,1515,0.388922
215,5.92,11.4,14.05,0,0,2,403,0.383154
220,11,10.05,11.25,2.53,29.8701,101,1084,0.357703
225,9.05,8.35,10.4,1.55,20.6667,41,667,0.362433
230,8.25,7.05,8.6,2.25,37.5,41,557,0.348548
235,6.97,5.95,7.4,1.82,35.3398,23,757,0.342902
240,6.55,4.9,7,2.35,55.9524,80,1320,0.350959
245,5.2,4.05,5.8,3,136.364,2,355,0.341285
250,4.38,3.35,5,1.43,48.4746,333,1116,0.337714
255,0.17,2.75,4.25,0,0,1,422,0.333259
260,2.7,3.1,3.45,0.7,35,42,593,0.32508
270,1.96,1.36,4.2,0.16,8.88889,35,1108,0.36872
275,1.63,1.68,3.85,0.85,108.974,5,1247,0.370856
280,1,0.83,1.7,0,0,4,1529,0.311591
290,0.95,0,2.54,0.54,131.707,10,682,0.362433
300,0.7,0.24,1.18,0.35,100,3,707,0.323859
310,0.29,0.18,0.84,0,0,1,162,0.319953
320,0.35,0.12,1,0.17,94.4444,25,299,0.345588
340,0.2,0.07,0.54,-0.02,-9.09091,7,517,0.338996

Ticker: LMT
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
540,2.4,1.95,2.9,0.0500002,2.12767,3,592,0.277229
130,217.5,235.9,247.3,0,0,1,0,0.55518
285,36,98.3,104.3,0,0,3,38,0.439459
140,167,224.2,239.7,0,0,1,1,0.556157
150,191.41,191.4,206.4,0,0,6,0,1e-05
315,78,76,81.9,0,0,2,52,0.409369
155,235.5,182,196.9,0,0,2,1,1e-05
335,62.5,59.6,67.9,0,0,3,47,0.387885
165,130.6,0,0,0,0,0,0,1e-05
325,57.49,69.4,75,0,0,10,86,0.400564
160,226.7,199.5,213.1,0,0,4,4,0.559453
175,136.5,189.2,204.4,0,0,4,0,0.705783
345,58,55,60.4,10,20.8333,5,60,0.370017
170,214.21,213.5,223.5,0,0,116,0,0.926179
365,46.84,43.1,49.4,0,0,3,367,0.360495
180,205,208.5,218.5,0,0,1,1,0.960846
375,45.65,38.3,44.9,0,0,1,269,0.359763
185,198.63,204,214,0,0,1,1,0.940858
190,203.55,199,209,0,0,22,4,0.913026
535,3.9,1.95,4.2,0,0,12,39,0.296638
195,244.58,129.1,143.9,0,0,1,0,1e-05
555,1.96,0.7,4.4,0,0,1,47,0.321204
200,98.75,166.8,182,0,0,2,2,0.653934
210,183.55,179,189,0,0,15,1,0.809206
215,178.58,174,184,0,0,0,0,0.784884
220,173.51,169,179,0,0,194,0,0.761141
225,85.25,144,159,0,0,0,2,0.588536
230,157,179.1,189.1,0,0,16,0,0.97525
235,83,135.3,150.3,0,0,0,3,0.570225
240,79.6,135,145.2,0,0,90,0,0.549718
250,126.06,125,136.2,0,0,2,50,0.526708
260,118,117.4,126.3,0,0,1,17,0.491643
530,3.7,0.75,5.8,0,0,5,53,0.316535
270,42.5,110.5,117.4,0,0,2,15,0.470022
550,2,1.7,2.45,0.2,11.1111,2,253,0.277168
280,85.5,102.2,109.7,0,0,1,33,0.461767
290,92.5,94.7,100,0,0,1,49,0.429632
295,90.31,88.1,97.2,0,0,1,24,0.43543
300,81,85.1,93.9,0,0,5,57,0.434927
305,55.5,83.1,89.5,0,0,1,47,0.422781
310,66.2,78.6,84.8,0,0,2,81,0.407599
320,73.5,71.5,78.1,0,0,10,85,0.402045
330,69,65,70.5,3,4.54545,1,84,0.386145
340,47.1,58.9,63.2,0,0,3,102,0.371161
350,55.41,53.1,57.2,0,0,1,85,0.364951
355,52.09,50.1,55.5,0,0,6,68,0.371359
360,49,49,53.1,-0.75,-1.50754,25,89,0.371375
370,45,41.5,46.9,-3,-6.25,1,151,0.358512
380,37.2,35,42.4,0,0,10,151,0.356513
390,33.1,31.6,36.9,-0.950001,-2.79002,1,148,0.344352
400,28.5,28.5,33.1,0,0,5,273,0.342826
545,1.95,1.75,5,0,0,2,238,0.320808
410,25.62,23.5,29.6,0,0,2,1112,0.341224
420,23.41,18.8,25.4,0,0,287,519,0.331687
430,20.2,17.7,22.5,-1.2,-5.60747,2,276,0.330085
440,14.8,13.6,19.5,0.99,7.16872,20,174,0.325339
450,15,9.7,15,1,7.14286,6,622,0.304496
460,12.6,8.4,15.5,2.4,23.5294,1,92,0.326636
470,9.4,6.1,13.7,2.4,34.2857,2,144,0.32627
480,7.2,7.1,10.3,0,0,1,127,0.307166
490,5,5.8,10.1,0,0,2,60,0.319526
500,5,4.7,6.9,0,0,21,203,0.295143
520,3.4,2.95,4.8,-0.0599999,-1.7341,1,306,0.289802
525,2.6,1,4.4,0,0,1,62,0.289009
560,1.5,0.1,2.8,0,0,3,71,0.294746
565,2.34,0.85,2.7,0,0,3,26,0.297248
570,1.3,0.8,2.3,0,0,1,21,0.292243
575,1.4,0.8,2.4,0,0,2,40,0.299262
580,1.2,0.75,1.2,0,0,9,79,0.267524
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: MDT
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
40,42.5,59,63.8,0,0,0,1,0.563481
42.5,71.18,76.15,80.3,0,0,64,0,2.04725
60,42,40.6,43.6,15,55.5556,1,29,0.54456
45,55.5,58.7,63.5,0,0,1,1,0.97583
47.5,36.8,51.7,56.5,0,0,2,12,0.507573
70,34.2,31.75,34.75,3.95,13.0579,1,152,0.479986
50,45.05,49.3,54,0,0,2,9,0.723636
55,32.55,45.3,49.65,0,0,9,0,0.521245
65,26.5,36.2,39.1,0,0,2,35,0.509648
72.5,24.65,31.2,32.65,0,0,4,29,0.46729
75,30.1,29.1,32,7.1,30.8696,10,74,0.515508
77.5,28.5,25.65,28.8,4.13,16.9471,1,21,0.452703
80,26.11,23.5,26.9,6.08,30.3545,5,186,0.443609
82.5,13.92,21.85,25,0,0,4,32,0.432806
85,21,20.3,23.05,0,0,11,76,0.418768
87.5,15.56,18.1,21.4,0,0,3,115,0.413519
90,19,16.45,19.55,2.9,18.0124,40,302,0.399908
92.5,18,14.75,18,3,20,1,360,0.39411
95,16,14.85,16.55,3.1,24.031,10,241,0.38941
97.5,12.89,12.55,14.9,0,0,145,602,0.376837
100,13.01,11,13.4,1.89,16.9964,9,900,0.366889
105,10.04,8.95,10.9,0.79,8.54054,11,1233,0.355353
110,7.55,6.15,8.7,0.55,7.85715,13,965,0.344245
115,4.8,5.05,6.7,0,0,1,1300,0.330451
120,4.8,4.2,5.25,0.8,20,2,2751,0.324714
125,3.05,2.57,3.95,0.05,1.66667,3,830,0.315681
130,2.6,1.48,2.9,0.7,36.8421,6,317,0.307014
135,1.3,0.92,3.7,0,0,1,196,0.364569
140,0.43,0.78,2.89,0,0,11,308,0.358222
145,0.5,0.53,1.6,0,0,4,604,0.320441
150,0.5,0.35,1.09,0,0,10,124,0.309821
155,0.4,0.14,0.5,0.1,33.3333,1,1166,0.27906
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: MO
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
40,5.71,5.5,5.95,0.31,5.74074,351,44490,0.388312
20,21.25,19,23.75,0.75,3.65854,3,8,0.564457
30,12,11.75,15.3,0,0,6,625,0.548711
22.5,10.78,9.15,13.05,0,0,2,0,1e-05
35,8.93,7.55,9.25,1.13,14.4872,4,2015,0.441168
25,16,14.6,19.2,0,0,4,105,0.513188
27.5,8.64,12.15,16.55,0,0,50,118,0.698978
32.5,9.1,8.05,12.15,0,0,7,197,0.565434
37.5,7.2,5.95,8,1.2,20,3,1578,0.450079
42.5,4.6,3.9,5,0.35,8.23529,27,5334,0.395758
45,3.38,2.8,3.8,0.18,5.625,78,3475,0.374274
47.5,2.59,1.86,2.98,0.34,15.1111,2,3714,0.368415
50,1.8,1.45,1.9,0.2,12.5,141,5016,0.330817
52.5,1.11,0.82,1.4,0.00999999,0.90909,46,5460,0.326057
55,0.71,0.49,0.95,-0.04,-5.33334,5,4641,0.314704
57.5,0.5,0.4,0.59,0.05,11.1111,4,884,0.299812
60,0.4,0.3,0.5,0.01,2.56411,9,2642,0.312019
62.5,0.2,0.01,0.39,0,0,1,614,0.316901
65,0.25,0.03,0.4,0,0,3,1191,0.33985
67.5,0.15,0.05,0.25,0.01,7.14286,1,598,0.327643
70,0.16,0.02,0.21,0,0,9,874,0.334968
72.5,0.16,0.02,0.25,0,0,5,214,0.362799
75,0.01,0,0.25,0,0,4,272,0.379401
80,0.12,0,0.2,0,0,10,431,0.395026
85,0.1,0,0.27,0,0,3,173,0.444341
90,0.01,0,0.1,0,0,30,1613,0.405279
95,0.05,0,0.15,0,0,1,4932,0.452154
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: MRK
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
37.5,46,33.5,37.95,0,0,1,1,1e-05
40,42.8,40.2,45,12.43,40.9285,1,6,0.749026
42.5,40.38,32.45,35.35,0,0,1,0,1e-05
60,17.7,23,25.05,0,0,1,397,0.407355
45,44.5,42.3,47,0,0,19,0,0.985474
62.5,16.75,20.55,22.85,0,0,5,227,0.388434
47.5,36.05,28.1,30.5,0,0,6,0,1e-05
50,22.84,30.5,35.4,0,0,2,21,0.590458
55,26.71,27.1,29.7,0,0,5,34,0.458379
65,18.65,18.45,20.6,0,0,7,291,0.365485
67.5,12.42,16.6,18,0,0,7,155,0.32447
70,13.4,14.4,15.9,0,0,4,1042,0.307502
72.5,10.98,12.85,14.05,0,0,4,1417,0.298957
75,11.8,10.75,12.45,1.45,14.0097,15,1316,0.296577
77.5,8.5,9.05,11,0,0,263,1466,0.295478
80,8.47,8,9.45,0.41,5.08685,17,4087,0.286567
82.5,6.9,6.7,8.05,0.9,15,5,1861,0.27906
85,6,5,6.85,0.45,8.1081,100,2371,0.274482
87.5,4.5,4.2,5.3,0.22,5.14018,15,2206,0.253548
90,3.7,3.5,4.1,0.4,12.1212,80,3136,0.240059
92.5,2.88,2.55,3.75,0.38,15.2,34,6243,0.253242
95,2.05,1.83,2.5,0.17,9.04255,134,2429,0.227608
97.5,1.7,1,2,0.4,30.7692,10,4433,0.226692
100,1.19,0.89,1.43,0.15,14.4231,301,3940,0.217781
105,0.54,0.55,1.36,-0.07,-11.4754,3,1199,0.247444
110,0.4,0.22,0.51,0.03,8.10811,5,1245,0.216072
